id_performance;id_employe;date_evaluation;score;objectifs_atteints
319;27;01/07/2023;91;True
320;27;01/10/2023;78;False
321;27;01/01/2024;56;True
322;27;01/04/2024;56;False
323;27;01/07/2024;73;True
324;27;01/10/2024;58;False
325;28;01/01/2022;84;True
326;28;01/04/2022;53;False
327;28;01/07/2022;77;True
328;28;01/10/2022;62;True
329;28;01/01/2023;68;False
330;28;01/04/2023;86;True
331;28;01/07/2023;73;False
332;28;01/10/2023;82;False
333;28;01/01/2024;83;True
334;28;01/04/2024;60;True
335;28;01/07/2024;78;False
336;28;01/10/2024;62;True
337;29;01/01/2022;51;True
338;29;01/04/2022;64;True
339;29;01/07/2022;60;False
340;29;01/10/2022;88;False
341;29;01/01/2023;60;True
342;29;01/04/2023;51;True
343;29;01/07/2023;65;True
344;29;01/10/2023;62;True
345;29;01/01/2024;66;True
346;29;01/04/2024;93;False
347;29;01/07/2024;68;True
348;29;01/10/2024;87;False
349;30;01/01/2022;62;True
350;30;01/04/2022;51;True
351;30;01/07/2022;60;False
352;30;01/10/2022;55;True
353;30;01/01/2023;75;True
354;30;01/04/2023;88;True
355;30;01/07/2023;55;True
356;30;01/10/2023;78;True
357;30;01/01/2024;88;False
358;30;01/04/2024;68;False
359;30;01/07/2024;55;True
360;30;01/10/2024;86;True
361;31;01/01/2022;77;False
362;31;01/04/2022;56;True
363;31;01/07/2022;74;True
364;31;01/10/2022;50;True
365;31;01/01/2023;55;False
366;31;01/04/2023;59;False
367;31;01/07/2023;60;True
368;31;01/10/2023;50;True
369;31;01/01/2024;86;False
370;31;01/04/2024;50;False
371;31;01/07/2024;52;False
372;31;01/10/2024;90;False
373;32;01/01/2022;80;True
374;32;01/04/2022;66;True
375;32;01/07/2022;95;True
376;32;01/10/2022;85;True
377;32;01/01/2023;75;True
378;32;01/04/2023;66;False
379;32;01/07/2023;74;False
380;32;01/10/2023;71;True
381;32;01/01/2024;53;False
382;32;01/04/2024;55;False
383;32;01/07/2024;70;True
384;32;01/10/2024;86;True
385;33;01/01/2022;74;False
386;33;01/04/2022;88;False
387;33;01/07/2022;82;False
388;33;01/10/2022;85;True
389;33;01/01/2023;70;False
390;33;01/04/2023;65;False
391;33;01/07/2023;65;False
392;33;01/10/2023;69;True
393;33;01/01/2024;77;False
394;33;01/04/2024;73;True
395;33;01/07/2024;74;True
396;33;01/10/2024;82;False
397;34;01/01/2022;64;False
398;34;01/04/2022;59;False
399;34;01/07/2022;71;False
400;34;01/10/2022;98;True
401;34;01/01/2023;62;True
402;34;01/04/2023;54;False
403;34;01/07/2023;62;True
404;34;01/10/2023;63;False
405;34;01/01/2024;52;True
406;34;01/04/2024;98;False
407;34;01/07/2024;84;False
408;34;01/10/2024;63;False
409;35;01/01/2022;77;False
410;35;01/04/2022;78;True
411;35;01/07/2022;66;False
412;35;01/10/2022;98;True
413;35;01/01/2023;72;False
414;35;01/04/2023;60;True
415;35;01/07/2023;83;False
416;35;01/10/2023;59;True
417;35;01/01/2024;55;False
418;35;01/04/2024;73;False
419;35;01/07/2024;92;True
420;35;01/10/2024;72;True
421;36;01/01/2022;94;True
422;36;01/04/2022;55;True
423;36;01/07/2022;55;False
424;36;01/10/2022;71;True
425;36;01/01/2023;73;True
426;36;01/04/2023;64;False
427;36;01/07/2023;57;True
428;36;01/10/2023;73;False
429;36;01/01/2024;87;True
430;36;01/04/2024;55;False
431;36;01/07/2024;84;False
432;36;01/10/2024;50;False
433;37;01/01/2022;95;False
434;37;01/04/2022;61;False
435;37;01/07/2022;60;False
436;37;01/10/2022;91;False
437;37;01/01/2023;88;True
438;37;01/04/2023;60;False
439;37;01/07/2023;80;True
440;37;01/10/2023;62;False
441;37;01/01/2024;90;False
442;37;01/04/2024;73;True
443;37;01/07/2024;80;True
444;37;01/10/2024;90;False
445;38;01/01/2022;51;False
446;38;01/04/2022;64;True
447;38;01/07/2022;92;True
448;38;01/10/2022;55;True
449;38;01/01/2023;60;True
450;38;01/04/2023;94;False
451;38;01/07/2023;77;False
452;38;01/10/2023;87;True
453;38;01/01/2024;99;False
454;38;01/04/2024;56;True
455;38;01/07/2024;67;False
456;38;01/10/2024;90;False
457;39;01/01/2022;51;False
458;39;01/04/2022;69;False
459;39;01/07/2022;92;False
460;39;01/10/2022;56;False
461;39;01/01/2023;79;False
462;39;01/04/2023;54;True
463;39;01/07/2023;50;False
464;39;01/10/2023;50;True
465;39;01/01/2024;51;True
466;39;01/04/2024;69;True
467;39;01/07/2024;72;True
468;39;01/10/2024;73;False
469;40;01/01/2022;61;False
470;40;01/04/2022;69;False
471;40;01/07/2022;50;False
472;40;01/10/2022;82;False
473;40;01/01/2023;63;False
474;40;01/04/2023;54;True
475;40;01/07/2023;73;False
476;40;01/10/2023;80;True
477;40;01/01/2024;62;False
478;40;01/04/2024;73;True
479;40;01/07/2024;73;False
480;40;01/10/2024;75;False
481;41;01/01/2022;65;False
482;41;01/04/2022;95;True
483;41;01/07/2022;98;True
484;41;01/10/2022;84;True
485;41;01/01/2023;78;True
486;41;01/04/2023;66;False
487;41;01/07/2023;88;False
488;41;01/10/2023;77;True
489;41;01/01/2024;92;True
490;41;01/04/2024;59;True
491;41;01/07/2024;91;False
492;41;01/10/2024;61;True
493;42;01/01/2022;91;False
494;42;01/04/2022;81;False
495;42;01/07/2022;91;False
496;42;01/10/2022;75;True
497;42;01/01/2023;50;False
498;42;01/04/2023;91;False
499;42;01/07/2023;66;False
500;42;01/10/2023;88;True
501;42;01/01/2024;76;True
502;42;01/04/2024;71;False
503;42;01/07/2024;95;True
504;42;01/10/2024;50;True
505;43;01/01/2022;69;True
506;43;01/04/2022;68;False
507;43;01/07/2022;89;True
508;43;01/10/2022;53;True
509;43;01/01/2023;90;False
510;43;01/04/2023;71;False
511;43;01/07/2023;61;False
512;43;01/10/2023;92;True
513;43;01/01/2024;58;False
514;43;01/04/2024;68;False
515;43;01/07/2024;96;True
516;43;01/10/2024;65;True
517;44;01/01/2022;65;True
518;44;01/04/2022;86;True
519;44;01/07/2022;68;False
520;44;01/10/2022;86;True
521;44;01/01/2023;66;False
522;44;01/04/2023;75;False
523;44;01/07/2023;57;True
524;44;01/10/2023;82;False
525;44;01/01/2024;79;True
526;44;01/04/2024;69;False
527;44;01/07/2024;67;True
528;44;01/10/2024;59;False
529;45;01/01/2022;53;True
530;45;01/04/2022;53;True
531;45;01/07/2022;74;True
532;45;01/10/2022;67;True
533;45;01/01/2023;73;False
534;45;01/04/2023;97;True
535;45;01/07/2023;68;True
536;45;01/10/2023;77;True
537;45;01/01/2024;88;True
538;45;01/04/2024;59;True
539;45;01/07/2024;91;True
540;45;01/10/2024;58;False
541;46;01/01/2022;96;True
542;46;01/04/2022;84;True
543;46;01/07/2022;54;True
544;46;01/10/2022;71;False
545;46;01/01/2023;90;True
546;46;01/04/2023;56;False
547;46;01/07/2023;72;False
548;46;01/10/2023;74;True
549;46;01/01/2024;90;False
550;46;01/04/2024;83;True
551;46;01/07/2024;58;False
552;46;01/10/2024;98;True
553;47;01/01/2022;55;True
554;47;01/04/2022;80;False
555;47;01/07/2022;90;False
556;47;01/10/2022;78;False
557;47;01/01/2023;63;False
558;47;01/04/2023;85;True
559;47;01/07/2023;64;False
560;47;01/10/2023;75;False
561;47;01/01/2024;97;True
562;47;01/04/2024;77;False
563;47;01/07/2024;65;False
564;47;01/10/2024;61;False
565;48;01/01/2022;89;False
566;48;01/04/2022;91;True
567;48;01/07/2022;78;True
568;48;01/10/2022;67;False
569;48;01/01/2023;91;True
570;48;01/04/2023;67;True
571;48;01/07/2023;88;True
572;48;01/10/2023;50;True
573;48;01/01/2024;53;False
574;48;01/04/2024;69;False
575;48;01/07/2024;72;True
576;48;01/10/2024;83;False
577;49;01/01/2022;95;False
578;49;01/04/2022;82;False
579;49;01/07/2022;88;True
580;49;01/10/2022;59;False
581;49;01/01/2023;69;True
582;49;01/04/2023;62;True
583;49;01/07/2023;54;False
584;49;01/10/2023;64;True
585;49;01/01/2024;77;True
586;49;01/04/2024;72;False
587;49;01/07/2024;94;True
588;49;01/10/2024;66;True
589;50;01/01/2022;83;True
590;50;01/04/2022;63;True
591;50;01/07/2022;77;False
592;50;01/10/2022;81;True
593;50;01/01/2023;80;True
594;50;01/04/2023;96;True
595;50;01/07/2023;59;False
596;50;01/10/2023;70;True
597;50;01/01/2024;99;True
598;50;01/04/2024;55;False
599;50;01/07/2024;80;True
600;50;01/10/2024;60;False
601;51;01/01/2022;97;True
602;51;01/04/2022;51;True
603;51;01/07/2022;50;False
604;51;01/10/2022;85;False
605;51;01/01/2023;74;True
606;51;01/04/2023;58;False
607;51;01/07/2023;72;False
608;51;01/10/2023;59;False
609;51;01/01/2024;92;False
610;51;01/04/2024;79;False
611;51;01/07/2024;55;False
612;51;01/10/2024;51;False
613;52;01/01/2022;51;False
614;52;01/04/2022;91;False
615;52;01/07/2022;61;True
616;52;01/10/2022;57;False
617;52;01/01/2023;99;True
618;52;01/04/2023;64;True
619;52;01/07/2023;93;False
620;52;01/10/2023;59;False
621;52;01/01/2024;54;False
622;52;01/04/2024;68;True
623;52;01/07/2024;87;True
624;52;01/10/2024;60;True
625;53;01/01/2022;92;False
626;53;01/04/2022;69;True
627;53;01/07/2022;67;True
628;53;01/10/2022;99;False
629;53;01/01/2023;83;False
630;53;01/04/2023;79;True
631;53;01/07/2023;95;True
632;53;01/10/2023;80;False
633;53;01/01/2024;53;True
634;53;01/04/2024;55;False
635;53;01/07/2024;53;False
636;53;01/10/2024;96;False
637;54;01/01/2022;88;True
638;54;01/04/2022;68;True
639;54;01/07/2022;98;False
640;54;01/10/2022;78;True
641;54;01/01/2023;65;False
642;54;01/04/2023;74;False
643;54;01/07/2023;60;False
644;54;01/10/2023;56;False
645;54;01/01/2024;71;True
646;54;01/04/2024;68;True
647;54;01/07/2024;75;False
648;54;01/10/2024;90;False
649;55;01/01/2022;72;True
650;55;01/04/2022;62;True
651;55;01/07/2022;51;False
652;55;01/10/2022;65;True
653;55;01/01/2023;77;True
654;55;01/04/2023;84;True
655;55;01/07/2023;62;True
656;55;01/10/2023;70;False
657;55;01/01/2024;83;False
658;55;01/04/2024;90;False
659;55;01/07/2024;51;False
660;55;01/10/2024;81;False
661;56;01/01/2022;89;False
662;56;01/04/2022;77;True
663;56;01/07/2022;90;True
664;56;01/10/2022;90;False
665;56;01/01/2023;53;True
666;56;01/04/2023;59;True
667;56;01/07/2023;60;False
668;56;01/10/2023;87;False
669;56;01/01/2024;94;True
670;56;01/04/2024;65;True
671;56;01/07/2024;51;True
672;56;01/10/2024;90;True
673;57;01/01/2022;78;False
674;57;01/04/2022;69;True
675;57;01/07/2022;63;False
676;57;01/10/2022;98;False
677;57;01/01/2023;80;False
678;57;01/04/2023;89;False
679;57;01/07/2023;67;False
680;57;01/10/2023;74;True
681;57;01/01/2024;68;False
682;57;01/04/2024;77;False
683;57;01/07/2024;80;True
684;57;01/10/2024;52;False
685;58;01/01/2022;71;True
686;58;01/04/2022;85;True
687;58;01/07/2022;63;True
688;58;01/10/2022;58;False
689;58;01/01/2023;79;True
690;58;01/04/2023;61;True
691;58;01/07/2023;81;True
692;58;01/10/2023;69;True
693;58;01/01/2024;96;False
694;58;01/04/2024;60;False
695;58;01/07/2024;57;False
696;58;01/10/2024;76;False
697;59;01/01/2022;89;False
698;59;01/04/2022;96;False
699;59;01/07/2022;93;False
700;59;01/10/2022;97;True
701;59;01/01/2023;70;False
702;59;01/04/2023;69;False
703;59;01/07/2023;53;True
704;59;01/10/2023;62;True
705;59;01/01/2024;58;False
706;59;01/04/2024;61;True
707;59;01/07/2024;62;False
708;59;01/10/2024;75;False
709;60;01/01/2022;91;True
710;60;01/04/2022;88;False
711;60;01/07/2022;68;False
712;60;01/10/2022;68;True
713;60;01/01/2023;62;True
714;60;01/04/2023;77;True
715;60;01/07/2023;51;False
716;60;01/10/2023;71;True
717;60;01/01/2024;58;True
718;60;01/04/2024;63;True
719;60;01/07/2024;97;False
720;60;01/10/2024;64;False
721;61;01/01/2022;82;True
722;61;01/04/2022;73;False
723;61;01/07/2022;62;False
724;61;01/10/2022;96;False
725;61;01/01/2023;65;False
726;61;01/04/2023;66;False
727;61;01/07/2023;92;False
728;61;01/10/2023;52;True
729;61;01/01/2024;61;False
730;61;01/04/2024;65;False
731;61;01/07/2024;65;True
732;61;01/10/2024;98;True
733;62;01/01/2022;92;True
734;62;01/04/2022;82;False
735;62;01/07/2022;61;True
736;62;01/10/2022;67;True
737;62;01/01/2023;77;False
738;62;01/04/2023;72;False
739;62;01/07/2023;79;True
740;62;01/10/2023;94;False
741;62;01/01/2024;64;True
742;62;01/04/2024;64;False
743;62;01/07/2024;91;False
744;62;01/10/2024;87;False
745;63;01/01/2022;93;True
746;63;01/04/2022;78;True
747;63;01/07/2022;74;False
748;63;01/10/2022;73;True
749;63;01/01/2023;68;False
750;63;01/04/2023;71;False
751;63;01/07/2023;82;False
752;63;01/10/2023;74;False
753;63;01/01/2024;58;False
754;63;01/04/2024;72;True
755;63;01/07/2024;74;False
756;63;01/10/2024;65;False
757;64;01/01/2022;97;True
758;64;01/04/2022;64;True
759;64;01/07/2022;71;True
760;64;01/10/2022;87;False
761;64;01/01/2023;63;False
762;64;01/04/2023;67;True
763;64;01/07/2023;90;False
764;64;01/10/2023;52;False
765;64;01/01/2024;98;True
766;64;01/04/2024;96;True
767;64;01/07/2024;76;True
768;64;01/10/2024;76;True
769;65;01/01/2022;98;True
770;65;01/04/2022;56;True
771;65;01/07/2022;78;True
772;65;01/10/2022;84;True
773;65;01/01/2023;86;True
774;65;01/04/2023;61;False
775;65;01/07/2023;69;True
776;65;01/10/2023;52;True
777;65;01/01/2024;90;True
778;65;01/04/2024;75;False
779;65;01/07/2024;72;True
780;65;01/10/2024;70;False
781;66;01/01/2022;58;True
782;66;01/04/2022;77;True
783;66;01/07/2022;66;False
784;66;01/10/2022;85;True
785;66;01/01/2023;67;True
786;66;01/04/2023;58;True
787;66;01/07/2023;89;True
788;66;01/10/2023;94;True
789;66;01/01/2024;92;False
790;66;01/04/2024;95;False
791;66;01/07/2024;82;False
792;66;01/10/2024;85;True
793;67;01/01/2022;90;False
794;67;01/04/2022;85;False
795;67;01/07/2022;90;True
796;67;01/10/2022;93;True
797;67;01/01/2023;61;False
798;67;01/04/2023;67;False
799;67;01/07/2023;93;False
800;67;01/10/2023;86;True
801;67;01/01/2024;69;True
802;67;01/04/2024;61;True
803;67;01/07/2024;74;True
804;67;01/10/2024;58;False
805;68;01/01/2022;99;False
806;68;01/04/2022;74;True
807;68;01/07/2022;81;True
808;68;01/10/2022;63;True
809;68;01/01/2023;66;True
810;68;01/04/2023;57;True
811;68;01/07/2023;54;True
812;68;01/10/2023;84;True
813;68;01/01/2024;72;True
814;68;01/04/2024;79;False
815;68;01/07/2024;65;True
816;68;01/10/2024;51;False
817;69;01/01/2022;95;True
818;69;01/04/2022;75;False
819;69;01/07/2022;74;False
820;69;01/10/2022;64;False
821;69;01/01/2023;96;False
822;69;01/04/2023;65;False
823;69;01/07/2023;78;False
824;69;01/10/2023;96;True
825;69;01/01/2024;64;True
826;69;01/04/2024;57;False
827;69;01/07/2024;51;True
828;69;01/10/2024;59;True
829;70;01/01/2022;72;True
830;70;01/04/2022;57;False
831;70;01/07/2022;72;False
832;70;01/10/2022;63;True
833;70;01/01/2023;91;True
834;70;01/04/2023;50;False
835;70;01/07/2023;81;True
836;70;01/10/2023;98;False
837;70;01/01/2024;66;True
838;70;01/04/2024;72;False
839;70;01/07/2024;81;False
840;70;01/10/2024;64;True
841;71;01/01/2022;51;False
842;71;01/04/2022;68;False
843;71;01/07/2022;94;False
844;71;01/10/2022;60;True
845;71;01/01/2023;71;True
846;71;01/04/2023;59;True
847;71;01/07/2023;76;False
848;71;01/10/2023;58;False
849;71;01/01/2024;77;True
850;71;01/04/2024;66;True
851;71;01/07/2024;93;False
852;71;01/10/2024;86;False
853;72;01/01/2022;78;False
854;72;01/04/2022;96;False
855;72;01/07/2022;88;True
856;72;01/10/2022;55;False
857;72;01/01/2023;61;True
858;72;01/04/2023;63;False
859;72;01/07/2023;59;False
860;72;01/10/2023;69;True
861;72;01/01/2024;80;True
862;72;01/04/2024;90;False
863;72;01/07/2024;59;False
864;72;01/10/2024;88;False
865;73;01/01/2022;79;True
866;73;01/04/2022;52;False
867;73;01/07/2022;92;True
868;73;01/10/2022;70;False
869;73;01/01/2023;86;False
870;73;01/04/2023;61;False
871;73;01/07/2023;96;True
872;73;01/10/2023;88;False
873;73;01/01/2024;77;True
874;73;01/04/2024;94;True
875;73;01/07/2024;89;False
876;73;01/10/2024;71;False
877;74;01/01/2022;75;False
878;74;01/04/2022;82;False
879;74;01/07/2022;71;True
880;74;01/10/2022;99;True
881;74;01/01/2023;67;True
882;74;01/04/2023;99;False
883;74;01/07/2023;57;False
884;74;01/10/2023;79;True
885;74;01/01/2024;72;False
886;74;01/04/2024;71;False
887;74;01/07/2024;92;True
888;74;01/10/2024;94;True
889;75;01/01/2022;80;True
890;75;01/04/2022;58;True
891;75;01/07/2022;52;True
892;75;01/10/2022;82;True
893;75;01/01/2023;80;False
894;75;01/04/2023;83;False
895;75;01/07/2023;84;True
896;75;01/10/2023;81;False
897;75;01/01/2024;94;True
898;75;01/04/2024;82;False
899;75;01/07/2024;68;True
900;75;01/10/2024;77;True
901;76;01/01/2022;70;False
902;76;01/04/2022;83;False
903;76;01/07/2022;64;False
904;76;01/10/2022;68;True
905;76;01/01/2023;64;False
906;76;01/04/2023;58;True
907;76;01/07/2023;69;False
908;76;01/10/2023;87;False
909;76;01/01/2024;67;False
910;76;01/04/2024;58;False
911;76;01/07/2024;55;False
912;76;01/10/2024;77;False
913;77;01/01/2022;73;True
914;77;01/04/2022;62;True
915;77;01/07/2022;61;True
916;77;01/10/2022;68;True
917;77;01/01/2023;76;False
918;77;01/04/2023;68;False
919;77;01/07/2023;75;True
920;77;01/10/2023;77;False
921;77;01/01/2024;67;False
922;77;01/04/2024;85;False
923;77;01/07/2024;78;True
924;77;01/10/2024;53;False
925;78;01/01/2022;94;True
926;78;01/04/2022;78;False
927;78;01/07/2022;59;True
928;78;01/10/2022;80;True
929;78;01/01/2023;96;False
